SubjID,ListNumb,ConditionID,TargID,Naming Error (Y/N),Scene Setting (Y/N),Source Mention (Y/N),SourceMenType,Goal Mention (Y/N,GoalMenType,Mention Order,Manner of Motion,Coding Notes,Coder Initials
S1R,L1,CG,Targ13,y,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S1R,L1,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S1R,L1,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,carries,,MLD
S1R,L1,CG,Targ7,y,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S1R,L1,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,inserted the goal as RC for motion path,MLD
S1R,L1,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,prances,"forgot to mention source, and then went back to include source",MLD
S1R,L1,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S1R,L1,CG,Targ4,n,n,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S1R,L1,CG,Targ12,y,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S1R,L1,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S1R,L1,CG,Targ18,n,n,y,from-part,y,to-pp,Source-Goal,moves,,MLD
S1R,L1,CG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,conjoined,flies + lands,MLD
S1R,L1,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S1R,L1,CG,Targ16,n,n,y,from-pp,y,to-part,Source-Goal,goes,,MLD
S1R,L1,CG,Targ1,y,n,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S1R,L1,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S1R,L1,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S1R,L1,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S3R,L3,CG,Targ13,n,n,n,,y,to-part,Goal Only,crawls,,MLD
S3R,L3,CG,Targ2,n,n,n,,y,to-part,Goal Only,gallops,,MLD
S3R,L3,CG,Targ17,n,n,n,,y,to-part,Goal Only,carries,,MLD
S3R,L3,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S3R,L3,CG,Targ5,n,n,n,,y,to-pp,Goal Only,flies,,MLD
S3R,L3,CG,Targ15,n,n,n,,y,to-pp,Goal Only,hops,,MLD
S3R,L3,CG,Targ6,n,n,y,from-part,n,,Source Only,flies,,MLD
S3R,L3,CG,Targ4,n,n,n,,y,to-part,Goal Only,flies,,MLD
S3R,L3,CG,Targ12,n,n,n,,y,v-np,Goal Only,explores,explored the shipwreck,MLD
S3R,L3,CG,Targ8,n,n,y,from-part,n,,Source Only,flies,,MLD
S3R,L3,CG,Targ18,n,n,n,,y,under-pp,Goal Only,scurries,,MLD
S3R,L3,CG,Targ11,n,n,y,from-pp,y,on-pp,Source-Goal,conjoined,takes off + lands,MLD
S3R,L3,CG,Targ14,n,n,n,,y,v-np,Goal Only,drives,drove home,MLD
S3R,L3,CG,Targ16,n,n,n,,y,to-part,Goal Only,tiptoes,,MLD
S3R,L3,CG,Targ1,n,n,n,,y,onto-pp,Goal Only,leaps,,MLD
S3R,L3,CG,Targ9,n,n,n,,y,to-pp,Goal Only,slithers,,MLD
S3R,L3,CG,Targ3,n,n,n,,y,to-part,Goal Only,runs,,MLD
S3R,L3,CG,Targ10,n,n,n,,y,to-pp,Goal Only,flies,,MLD
S5R,L2,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S5R,L2,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S5R,L2,CG,Targ17,n,n,n,,y,to-pp,Goal Only,takes,doesn't treat this as a motion event between two objects: treats this as a carrying/throwing event,MLD
S5R,L2,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S5R,L2,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S5R,L2,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S5R,L2,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S5R,L2,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S5R,L2,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,travels,,MLD
S5R,L2,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,"gets the source/goal mixed up at first, and then corrects",MLD
S5R,L2,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S5R,L2,CG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S5R,L2,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S5R,L2,CG,Targ16,n,n,n,,y,to-pp,Source-Goal,tiptoes,,MLD
S5R,L2,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S5R,L2,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S5R,L2,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S5R,L2,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S6R,L3,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S6R,L3,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S6R,L3,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S6R,L3,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S6R,L3,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,floats,,MLD
S6R,L3,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S6R,L3,CG,Targ6,n,n,y,from-part,y,other-pp,Source-Goal,conjoined,other-pp = next to; comes + stops,MLD
S6R,L3,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S6R,L3,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,swims,,MLD
S6R,L3,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S6R,L3,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S6R,L3,CG,Targ11,n,n,y,other-part,y,to-pp,Source-Goal,conjoined,"comes + flies; other-part = ""out of""",MLD
S6R,L3,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S6R,L3,CG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,goes,"says goes first, then specifies tip-toes",MLD
S6R,L3,CG,Targ1,n,n,y,from-pp,y,onto-pp,Source-Goal,leaps,,MLD
S6R,L3,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S6R,L3,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S6R,L3,CG,Targ10,y,n,y,from-part,y,to-pp,Source-Goal,flies,,MLD
S7R,L1,CG,Targ13,n,y,y,from-part,y,to-pp,Source-Goal,crawls,,MLD
S7R,L1,CG,Targ2,n,n,y,from-part,y,to-part,Source-Goal,gallops,,MLD
S7R,L1,CG,Targ17,n,n,n,,y,to-part,Source-Goal,walks,,MLD
S7R,L1,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S7R,L1,CG,Targ5,n,n,y,from-part,y,onto-pp,Source-Goal,flies,,MLD
S7R,L1,CG,Targ15,n,n,y,from-pp,y,towards-pp,Source-Goal,hops,,MLD
S7R,L1,CG,Targ6,n,n,y,from-part,y,towards-part,Source-Goal,floats,,MLD
S7R,L1,CG,Targ4,y,n,y,from-pp,y,towards-pp,Source-Goal,floats,,MLD
S7R,L1,CG,Targ12,n,n,y,from-part,y,towards-pp,Source-Goal,drives,,MLD
S7R,L1,CG,Targ8,n,n,y,from-pp,y,towards-pp,Source-Goal,flies,,MLD
S7R,L1,CG,Targ18,n,n,y,from-part,y,towards-pp,Source-Goal,crawls,,MLD
S7R,L1,CG,Targ11,n,n,y,v-np,y,v-np,Source-Goal,conjoined,leaves + lands,MLD
S7R,L1,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S7R,L1,CG,Targ16,n,n,y,v-np,y,towards-pp,Source-Goal,conjoined,leaves + hops,MLD
S7R,L1,CG,Targ1,n,n,y,from-pp,y,onto-pp,Source-Goal,jumps,,MLD
S7R,L1,CG,Targ9,n,n,y,from-pp,y,towards-pp,Source-Goal,slithers,,MLD
S7R,L1,CG,Targ3,n,n,y,from-pp,y,towards-pp,Source-Goal,gallops,,MLD
S7R,L1,CG,Targ10,n,n,y,from-part,y,towards-pp,Source-Goal,flies,,MLD
S8R,L2,NCG,Targ13,n,y,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S8R,L2,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S8R,L2,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,carries,,MLD
S8R,L2,NCG,Targ7,n,n,y,from-part,y,to-pp,Source-Goal,walks,,MLD
S8R,L2,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S8R,L2,NCG,Targ15,n,n,y,from-part,y,to-pp,Source-Goal,hops,,MLD
S8R,L2,NCG,Targ6,n,n,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S8R,L2,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S8R,L2,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S8R,L2,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S8R,L2,NCG,Targ18,n,n,y,from-part,y,to-part,Source-Goal,crawls,,MLD
S8R,L2,NCG,Targ11,n,n,n,,y,v-np,Goal Only,lands,,MLD
S8R,L2,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S8R,L2,NCG,Targ16,n,n,n,,y,v-np,Goal Only,conjoined,climbs + reaches,MLD
S8R,L2,NCG,Targ1,n,n,y,from-pp,y,onto-pp,Source-Goal,hops,,MLD
S8R,L2,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S8R,L2,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S8R,L2,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S9R,L3,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S9R,L3,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S9R,L3,NCG,Targ17,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ5,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S9R,L3,NCG,Targ15,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S9R,L3,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S9R,L3,NCG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,moves,"originally just says to, then further specifies 'under'",MLD
S9R,L3,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S9R,L3,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S9R,L3,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,leaps,,MLD
S9R,L3,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S9R,L3,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S9R,L3,NCG,Targ10,y,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S10R,L1,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,mentions outside of the crib,MLD
S10R,L1,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S10R,L1,NCG,Targ17,n,n,y,from-pp,y,towards-pp,Source-Goal,walks,,MLD
S10R,L1,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S10R,L1,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S10R,L1,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S10R,L1,NCG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S10R,L1,NCG,Targ4,y,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S10R,L1,NCG,Targ12,y,n,y,from-pp,y,into-pp,Source-Goal,moves,,MLD
S10R,L1,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S10R,L1,NCG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S10R,L1,NCG,Targ11,y,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S10R,L1,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S10R,L1,NCG,Targ16,n,n,y,other,y,into-pp,Source-Goal,conjoined,climbs + goes,MLD
S10R,L1,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,leaps,,MLD
S10R,L1,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S10R,L1,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S10R,L1,NCG,Targ10,y,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S11R,L2,CG,Targ13,n,n,n,,y,to-pp,Goal Only,crawls,,MLD
S11R,L2,CG,Targ2,n,n,n,,y,to-pp,Goal Only,gallops,,MLD
S11R,L2,CG,Targ17,n,n,n,,y,to-pp,Goal Only,walks,,MLD
S11R,L2,CG,Targ7,n,n,n,,y,into-pp,Goal Only,walks,,MLD
S11R,L2,CG,Targ5,n,n,n,,y,to-pp,Goal Only,circles,,MLD
S11R,L2,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S11R,L2,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S11R,L2,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S11R,L2,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S11R,L2,CG,Targ8,n,n,n,,y,to-part,Goal Only,flies,,MLD
S11R,L2,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S11R,L2,CG,Targ11,n,n,n,,y,on-pp,Goal Only,lands,,MLD
S11R,L2,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S11R,L2,CG,Targ16,n,n,n,,n,,none,jumps,doesn't treat this as motion event between two objects,MLD
S11R,L2,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,leaps,,MLD
S11R,L2,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S11R,L2,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S11R,L2,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S12R,L2,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S12R,L2,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S12R,L2,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S12R,L2,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,moves,uses left and right rather than reference objects,MLD
S12R,L2,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S12R,L2,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S12R,L2,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S12R,L2,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S12R,L2,CG,Targ12,n,n,y,other-pp,y,to-pp,Goal-Source,conjoined,does + starts (a second clause/sentence describing where the sub started from); other-pp = by,MLD
S12R,L2,CG,Targ8,y,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S12R,L2,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S12R,L2,CG,Targ11,y,n,y,on-pp,y,on-pp,Source-Goal,conjoined,starts + ends up,MLD
S12R,L2,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,goes,uses left and right rather than reference objects,MLD
S12R,L2,CG,Targ16,n,n,y,from-part,y,on-pp,Source-Goal,walks,,MLD
S12R,L2,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S12R,L2,CG,Targ9,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S12R,L2,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,goes,"mentions ""where you say it"" as the reference location; also mentions galloping",MLD
S12R,L2,CG,Targ10,y,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S13R,L3,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S13R,L3,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S13R,L3,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S13R,L3,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S13R,L3,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S13R,L3,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S13R,L3,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S13R,L3,CG,Targ4,y,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S13R,L3,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S13R,L3,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S13R,L3,CG,Targ18,n,n,y,from-pp,y,to-part,Source-Goal,moves,,MLD
S13R,L3,CG,Targ11,n,n,y,on-pp,y,to-pp,Source-Goal,conjoined,gets larger + moves + shrinks down,MLD
S13R,L3,CG,Targ14,n,n,y,from-pp,y,to-part,Source-Goal,moves,,MLD
S13R,L3,CG,Targ16,n,n,y,from-pp,y,to-part,Source-Goal,moves,,MLD
S13R,L3,CG,Targ1,n,n,y,from-pp,y,to-part,Source-Goal,jumps,,MLD
S13R,L3,CG,Targ9,n,n,y,from-pp,y,to-part,Source-Goal,moves,,MLD
S13R,L3,CG,Targ3,n,n,y,from-pp,y,to-part,Source-Goal,runs,,MLD
S13R,L3,CG,Targ10,n,n,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S14R,L1,NCG,Targ13,n,y,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S14R,L1,NCG,Targ2,n,y,y,from-pp,y,to-pp,Source-Goal,runs,also mentions trots,MLD
S14R,L1,NCG,Targ17,n,y,n,,y,in-pp,Goal Only,carries,doesn't treat this as motion event between two objects,MLD
S14R,L1,NCG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S14R,L1,NCG,Targ5,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S14R,L1,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S14R,L1,NCG,Targ6,n,y,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S14R,L1,NCG,Targ4,n,y,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S14R,L1,NCG,Targ12,n,y,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S14R,L1,NCG,Targ8,n,y,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S14R,L1,NCG,Targ18,n,y,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S14R,L1,NCG,Targ11,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S14R,L1,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S14R,L1,NCG,Targ16,n,y,y,from-pp,y,to-pp,Source-Goal,tiptoes,"doesn't mention the ladder/source object. Says ""from one side of the roof"" to set up a different landmark. But mentions goal landmark explicitly",MLD
S14R,L1,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S14R,L1,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S14R,L1,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S14R,L1,NCG,Targ10,y,n,y,from-pp,y,to-pp,Source-Goal,flies,has trouble naming telephone pole,MLD
S15R,L2,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S15R,L2,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S15R,L2,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,"mentions intent - ""to presumably throw out food""",MLD
S15R,L2,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S15R,L2,NCG,Targ5,n,n,n,,y,to-pp,Source-Goal,flies,,MLD
S15R,L2,NCG,Targ15,y,n,y,from-pp,y,to-pp,Source-Goal,hops,"has trouble naming ""well""",MLD
S15R,L2,NCG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S15R,L2,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S15R,L2,NCG,Targ12,n,n,n,,n,,none,moves,doesn't treat this as motion event between two objects,MLD
S15R,L2,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S15R,L2,NCG,Targ18,n,n,y,from-part,y,to-part,Source-Goal,moves,,MLD
S15R,L2,NCG,Targ11,n,n,y,from-pp,y,on-pp,Source-Goal,conjoined,flies + lands,MLD
S15R,L2,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S15R,L2,NCG,Targ16,n,n,n,,n,,none,walks,doesn't treat this as motion event between two objects,MLD
S15R,L2,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,leaps,,MLD
S15R,L2,NCG,Targ9,n,n,n,,n,,none,moves,doesn't treat this as motion event between two objects,MLD
S15R,L2,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S15R,L2,NCG,Targ10,n,n,y,from-pp,y,other,Source-Goal,conjoined,flies + lands,MLD
S16R,L3,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S16R,L3,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S16R,L3,NCG,Targ17,n,y,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S16R,L3,NCG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S16R,L3,NCG,Targ5,n,y,y,other,y,other,Source-Goal,flies,"mentions both landmarks, but doesn’t actually say which one is with. Says flying around the lamppost, and describes chair, but doesn't actually says the relationship between butterly and chair",MLD
S16R,L3,NCG,Targ15,n,y,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S16R,L3,NCG,Targ6,n,y,y,from-part,y,to-pp,Source-Goal,flies,,MLD
S16R,L3,NCG,Targ4,n,n,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S16R,L3,NCG,Targ12,n,y,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S16R,L3,NCG,Targ8,n,y,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S16R,L3,NCG,Targ18,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S16R,L3,NCG,Targ11,n,y,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S16R,L3,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S16R,L3,NCG,Targ16,n,y,y,from-pp,y,to-pp,Source-Goal,creeps,,MLD
S16R,L3,NCG,Targ1,n,y,y,from-pp,y,to-part,Source-Goal,jumps,,MLD
S16R,L3,NCG,Targ9,n,y,y,from-pp,y,to-pp,Source-Goal,travels,"sets up the landmarks, but says from the left to the right",MLD
S16R,L3,NCG,Targ3,n,y,y,from-pp,y,to-pp,Source-Goal,jumps,"sets up the landmarks, but says from the left to the right",MLD
S16R,L3,NCG,Targ10,n,y,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S17R,L1,CG,Targ13,n,n,n,,n,,none,crawls,doesn't treat this as motion event between two objects,MLD
S17R,L1,CG,Targ2,n,n,n,,y,to-pp,Goal Only,gallops,,MLD
S17R,L1,CG,Targ17,n,n,n,,n,,none,throws away,doesn't treat this as a motion event between two objects: treats this as a carrying/throwing event,MLD
S17R,L1,CG,Targ7,n,n,y,v-np,y,to-pp,Source-Goal,leaves,,MLD
S17R,L1,CG,Targ5,n,n,n,,n,,none,flies,doesn't treat this as motion event between two objects,MLD
S17R,L1,CG,Targ15,n,n,n,,y,towards-pp,Goal Only,walks,,MLD
S17R,L1,CG,Targ6,n,n,n,,n,,none,flies,doesn't treat this as motion event between two objects,MLD
S17R,L1,CG,Targ4,n,n,n,,y,to-pp,Goal Only,flies,,MLD
S17R,L1,CG,Targ12,n,n,n,,n,,none,is,doesn't treat this as motion event,MLD
S17R,L1,CG,Targ8,n,n,n,,n,,none,flies,doesn't treat this as motion event between two objects,MLD
S17R,L1,CG,Targ18,n,n,n,,y,to-pp,Goal Only,scurries,,MLD
S17R,L1,CG,Targ11,n,n,n,,y,on-pp,Goal Only,lands,,MLD
S17R,L1,CG,Targ14,n,n,n,,y,to-pp,Goal Only,drives,,MLD
S17R,L1,CG,Targ16,n,n,n,,y,into-pp,Goal Only,sneaks,,MLD
S17R,L1,CG,Targ1,n,n,y,other-pp,n,,Source Only,leaps,"other-pp = ""off""",MLD
S17R,L1,CG,Targ9,n,n,n,,n,,none,slithers,doesn't treat this as motion event between two objects,MLD
S17R,L1,CG,Targ3,n,n,n,,n,,none,runs,doesn't treat this as motion event between two objects,MLD
S17R,L1,CG,Targ10,n,n,n,,y,onto-pp,Goal Only,flies,,MLD
S18R,L3,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
