SubjID,ListNumb,ConditionID,TargID,Naming Error (Y/N),Scene Setting (Y/N),Source Mention (Y/N),SourceMenType,Goal Mention (Y/N,GoalMenType,Mention Order,Manner of Motion,Coding Notes,Coder Initials
S18R,L3,CG,Targ2,n,n,y,at-pp,y,to-part,Source-Goal,conjoined,starts + makes its way over,MLD
S18R,L3,CG,Targ17,n,n,y,from-pp,y,to-part,Source-Goal,walks,,MLD
S18R,L3,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S18R,L3,CG,Targ5,n,n,y,on-pp,y,on-pp,Source-Goal,conjoined,starts + does loop + ends up,MLD
S18R,L3,CG,Targ15,n,n,y,other-pp,y,other-pp,Source-Goal,conjoined,starts + does hop + ends up; other-pp = at for both source and goal,MLD
S18R,L3,CG,Targ6,n,n,y,from-pp,y,to-part,Source-Goal,moves,,MLD
S18R,L3,CG,Targ4,n,n,y,from-pp,y,to-pp,Goal-Source,floats,asks if experimenter has image on screen as well,MLD
S18R,L3,CG,Targ12,n,n,y,from-pp,y,to-part,Source-Goal,does + path,does zig zag,MLD
S18R,L3,CG,Targ8,n,n,y,from-part,y,to-part,Source-Goal,rides,,MLD
S18R,L3,CG,Targ18,n,n,y,from-part,y,to-part,Source-Goal,moves,,MLD
S18R,L3,CG,Targ11,n,n,y,on-pp,y,towards-pp,Source-Goal,conjoined,starts + grows + goes + shrinks,MLD
S18R,L3,CG,Targ14,n,n,y,on-pp,y,towards-part,Source-Goal,conjoined,starts + goes,MLD
S18R,L3,CG,Targ16,n,n,y,at-pp,y,to-part,Source-Goal,conjoined,starts + tip toes,MLD
S18R,L3,CG,Targ1,n,n,y,from-pp,y,towards-pp,Source-Goal,conjoined,starts + jumps,MLD
S18R,L3,CG,Targ9,n,n,y,other-pp,y,towards-part,Source-Goal,conjoined,starts + moves; other-pp = by,MLD
S18R,L3,CG,Targ3,n,n,y,under-pp,y,other-pp,Source-Goal,conjoined,starts + does gallops + ends up; other-pp = at,MLD
S18R,L3,CG,Targ10,n,n,y,on-pp,y,to-pp,Source-Goal,conjoined,starts + floats,MLD
S19R,L1,NCG,Targ13,n,y,y,nexto to-pp,y,to-part,Source-Goal,crawls,"seems to set things up, including the source, but doesn't explicitly say that the baby came from the source",MLD
S19R,L1,NCG,Targ2,y,n,y,from-pp,y,to-pp,Source-Goal,runs,has trouble naming barn (goal),MLD
S19R,L1,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S19R,L1,NCG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S19R,L1,NCG,Targ5,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S19R,L1,NCG,Targ15,n,y,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S19R,L1,NCG,Targ6,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S19R,L1,NCG,Targ4,y,y,y,from-pp,y,to-pp,Source-Goal,flies,"has trouble naming ""beehive"" (goal)",MLD
S19R,L1,NCG,Targ12,n,y,y,from-pp,y,to-pp,Source-Goal,goes,sets the scene up just for the goal; mentions the source and then mentions the goal again,MLD
S19R,L1,NCG,Targ8,n,y,y,from-pp,y,to-pp,Source-Goal,flies,sets the scene up just for the goal; mentions the source and then mentions the goal again,MLD
S19R,L1,NCG,Targ18,n,y,y,from-pp,y,to-pp,Source-Goal,goes,sets the scene up just for the goal; mentions the source and then mentions the goal again,MLD
S19R,L1,NCG,Targ11,y,y,y,from-pp,y,to-pp,Source-Goal,goes,"has trouble naming ""satellite"" (source)",MLD
S19R,L1,NCG,Targ14,n,y,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S19R,L1,NCG,Targ16,n,y,n,,n,,none,walks,"sets the scene up and mentions both source and goal, but doesn't mention them as part of any motion event",MLD
S19R,L1,NCG,Targ1,n,y,y,from-pp,y,to-pp,Source-Goal,jumps,"sets scene for source only, but mentions both source and goal",MLD
S19R,L1,NCG,Targ9,n,y,n,,n,,none,goes,doesn't treat this as motion event between two objects,MLD
S19R,L1,NCG,Targ3,n,y,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S19R,L1,NCG,Targ10,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S20R,L2,NCG,Targ13,n,n,y,from-pp,y,to-part,Source-Goal,crawls,,MLD
S20R,L2,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S20R,L2,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S20R,L2,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S20R,L2,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S20R,L2,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S20R,L2,NCG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S20R,L2,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S20R,L2,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,swims,,MLD
S20R,L2,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S20R,L2,NCG,Targ18,n,n,y,from-part,y,to-pp,Source-Goal,travels,,MLD
S20R,L2,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S20R,L2,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,MLD
S20R,L2,NCG,Targ16,n,n,n,,y,to-part,Goal Only,walks,,MLD
S20R,L2,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S20R,L2,NCG,Targ9,n,n,y,from-pp,y,to-part,Source-Goal,slithers,,MLD
S20R,L2,NCG,Targ3,n,n,y,from-pp,y,to-part,Source-Goal,runs,,MLD
S20R,L2,NCG,Targ10,n,n,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S21R,L3,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S21R,L3,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S21R,L3,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,moves,interprets this as a sort of carrying event,MLD
S21R,L3,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S21R,L3,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S21R,L3,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S21R,L3,NCG,Targ6,n,n,y,from-pp,y,to-part,Source-Goal,comes,,MLD
S21R,L3,NCG,Targ4,n,n,y,from-pp,n,,Source Only,pursues,,MLD
S21R,L3,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S21R,L3,NCG,Targ8,n,n,y,from-pp,y,into-pp,Source-Goal,hovers,,MLD
S21R,L3,NCG,Targ18,n,n,y,from-pp,y,under-pp,Source-Goal,moves,,MLD
S21R,L3,NCG,Targ11,n,n,y,from-pp,y,into-pp,Source-Goal,flies,,MLD
S21R,L3,NCG,Targ14,n,n,y,from-pp,y,other,Source-Goal,drives,"uses phrasal ""drives home"", but separates drives and home with source phrase. i.e., goal so reduced, just mentions goal noun",MLD
S21R,L3,NCG,Targ16,n,n,n,,n,,none,walks,doesn't treat this as motion event between two objects,MLD
S21R,L3,NCG,Targ1,n,n,y,from-pp,y,onto-pp,Source-Goal,jumps,,MLD
S21R,L3,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S21R,L3,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S21R,L3,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S22R,L1,CG,Targ13,n,n,y,at-pp,y,to-pp,Source-Goal,conjoined,started + crawled,MLD
S22R,L1,CG,Targ2,n,n,n,,y,to-pp,Goal Only,runs,,MLD
S22R,L1,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S22R,L1,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S22R,L1,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S22R,L1,CG,Targ15,n,n,n,,y,to-pp,Goal Only,hops,,MLD
S22R,L1,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S22R,L1,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S22R,L1,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S22R,L1,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S22R,L1,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S22R,L1,CG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S22R,L1,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,MLD
S22R,L1,CG,Targ16,n,n,n,,y,to-pp,Goal Only,tiptoes,,MLD
S22R,L1,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S22R,L1,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S22R,L1,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S22R,L1,CG,Targ10,,,,,,,,,utterance undiscernable,MLD
S23R,L2,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S23R,L2,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S23R,L2,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S23R,L2,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S23R,L2,CG,Targ5,n,n,n,,y,to-pp,Goal Only,flies,,MLD
S23R,L2,CG,Targ15,y,n,y,from-pp,y,to-pp,Source-Goal,hops,"doesn't know what ""well"" (goal) is, references it, but doesn't name the noun itself",MLD
S23R,L2,CG,Targ6,n,n,n,,y,to-pp,Goal Only,flies,,MLD
S23R,L2,CG,Targ4,n,n,n,,y,to-pp,Goal Only,goes,,MLD
S23R,L2,CG,Targ12,n,n,n,,n,,none,moves,doesn't treat this as motion event between two objects,MLD
S23R,L2,CG,Targ8,n,n,y,from-pp,n,,Source Only,flies,,MLD
S23R,L2,CG,Targ18,n,n,n,,y,to-pp,Goal Only,moves,,MLD
S23R,L2,CG,Targ11,n,n,n,,y,on-pp,Goal Only,lands,,MLD
S23R,L2,CG,Targ14,n,n,n,,y,to-pp,Goal Only,drives,,MLD
S23R,L2,CG,Targ16,n,n,n,,n,,none,escapes,doesn't treat this as motion event between two objects,MLD
S23R,L2,CG,Targ1,n,n,n,,y,to-pp,Goal Only,jumps,,MLD
S23R,L2,CG,Targ9,n,n,n,,n,,none,slithers,doesn't treat this as motion event between two objects,MLD
S23R,L2,CG,Targ3,n,n,n,,y,to-part,Goal Only,runs,,MLD
S23R,L2,CG,Targ10,n,n,n,,y,to-pp,Goal Only,flies,,MLD
S24R,L2,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S24R,L2,CG,Targ2,n,n,y,from-pp,y,to-part,Source-Goal,gallops,,MLD
S24R,L2,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S24R,L2,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S24R,L2,CG,Targ5,n,n,y,at-pp,y,to-pp,Source-Goal,conjoined,starts + does a loop + makes it,MLD
S24R,L2,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,bounces,,MLD
S24R,L2,CG,Targ6,n,n,y,at-pp,y,to-part,Source-Goal,conjoined,starts + flies,MLD
S24R,L2,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S24R,L2,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S24R,L2,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,makes + path,makes a beeline,MLD
S24R,L2,CG,Targ18,n,n,y,from-part,y,to-part,Source-Goal,moves,,MLD
S24R,L2,CG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S24R,L2,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S24R,L2,CG,Targ16,n,n,y,other-pp,y,towards-pp,Source-Goal,conjoined,starts off + makes XXX steps; other-pp = near,MLD
S24R,L2,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,makes + manner,makes a hop,MLD
S24R,L2,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S24R,L2,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S24R,L2,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,makes + path,,MLD
S25R,L3,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S25R,L3,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,MLD
S25R,L3,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,brings,interprets this as a sort of carrying event,MLD
S25R,L3,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S25R,L3,CG,Targ5,n,n,y,at-pp,y,to-pp,Source-Goal,conjoined,started + moves + does circle,MLD
S25R,L3,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S25R,L3,CG,Targ6,n,n,y,from-pp,y,to-part,Source-Goal,floats,,MLD
S25R,L3,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S25R,L3,CG,Targ12,n,n,y,from-pp,y,to-part,Source-Goal,goes,describes dip to the sand between source and goal,MLD
S25R,L3,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S25R,L3,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S25R,L3,CG,Targ11,n,n,n,,y,to-pp,Goal Only,conjoined,grows + flies + becomes smaller,MLD
S25R,L3,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,MLD
S25R,L3,CG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,tiptoes,,MLD
S25R,L3,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,leaps,,MLD
S25R,L3,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,MLD
S25R,L3,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S25R,L3,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S26R,L1,NCG,Targ13,n,n,y,from-pp,y,to-part,Source-Goal,crawls,,MLD
S26R,L1,NCG,Targ2,n,n,y,from-pp,y,to-part,Source-Goal,gallops,,MLD
S26R,L1,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S26R,L1,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,MLD
S26R,L1,NCG,Targ5,n,n,y,other-pp,y,to-pp,Source-Goal,flies,other-pp = around,MLD
S26R,L1,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S26R,L1,NCG,Targ6,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S26R,L1,NCG,Targ4,n,y,y,from-pp,y,to-part,Source-Goal,flies,,MLD
S26R,L1,NCG,Targ12,n,y,y,v-np,y,to-pp,Source-Goal,goes,,MLD
S26R,L1,NCG,Targ8,n,y,y,from-pp,y,to-pp,Source-Goal,flies,,MLD
S26R,L1,NCG,Targ18,n,y,y,from-part,y,to-part,Source-Goal,crawls,,MLD
S26R,L1,NCG,Targ11,n,n,y,from-pp,y,onto-pp,Source-Goal,conjoined,flies + lands,MLD
S26R,L1,NCG,Targ14,n,n,y,from-pp,y,to-part,Source-Goal,drives,,MLD
S26R,L1,NCG,Targ16,n,n,y,from-part,y,to-part,Source-Goal,walks,,MLD
S26R,L1,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,MLD
S26R,L1,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,MLD
S26R,L1,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,MLD
S26R,L1,NCG,Targ10,n,n,y,on-pp,y,towards-pp,Source-Goal,flies,,MLD
S27R,L2,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,SCF
S27R,L2,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,SCF
S27R,L2,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,throws away (food) + walks,SCF
S27R,L2,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S27R,L2,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S27R,L2,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,SCF
S27R,L2,NCG,Targ6,n,n,y,from-pp,y,to-part,Goal-Source,flies,"uses ""up to"" a rainbow",SCF
S27R,L2,NCG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S27R,L2,NCG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,goes,,SCF
S27R,L2,NCG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S27R,L2,NCG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,SCF
S27R,L2,NCG,Targ11,n,n,y,from-pp,y,on-pp,Source-Goal,conjoined,flies + lands on,SCF
S27R,L2,NCG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,SCF
S27R,L2,NCG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S27R,L2,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,SCF
S27R,L2,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,SCF
S27R,L2,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S27R,L2,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S28R,L3,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,HC
S28R,L3,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,gallops,,HC
S28R,L3,NCG,Targ17,n,n,y,from-pp,y,towards-pp,Source-Goal,walks,,HC
S28R,L3,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,HC
S28R,L3,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S28R,L3,NCG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,HC
S28R,L3,NCG,Targ6,n,n,y,from-part,y,to-pp,Source-Goal,drops,,HC
S28R,L3,NCG,Targ4,n,n,y,v-np,y,v-np,Goal-Source,conjoined,"returns + pollinating; interprets as return event; source mentioned in after clause; ""after pollinating a flower""",HC
S28R,L3,NCG,Targ12,n,n,y,from-pp,y,to-part,Source-Goal,travels,,HC
S28R,L3,NCG,Targ8,n,n,y,away-part,y,into-pp,Source-Goal,flies,,HC
S28R,L3,NCG,Targ18,n,n,y,from-part,y,to-pp,Source-Goal,scurries,,HC
S28R,L3,NCG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,travels,,HC
S28R,L3,NCG,Targ14,n,n,y,from-pp,y,to-part,Source-Goal,travels,,HC
S28R,L3,NCG,Targ16,n,n,n,,y,to-pp,Goal Only,sneaks,,HC
S28R,L3,NCG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,HC
S28R,L3,NCG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers ,,HC
S28R,L3,NCG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,HC
S28R,L3,NCG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S29R,L1,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,SCF
S29R,L1,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S29R,L1,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,carries,,SCF
S29R,L1,CG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S29R,L1,CG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S29R,L1,CG,Targ15,n,n,y,from-pp,y,to-pp,Source-Goal,hops,,SCF
S29R,L1,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,floats,,SCF
S29R,L1,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S29R,L1,CG,Targ12,n,n,y,from-pp,y,to-pp,Source-Goal,moves,,SCF
S29R,L1,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S29R,L1,CG,Targ18,n,n,y,from-pp,y,to-pp,Source-Goal,scurries,,SCF
S29R,L1,CG,Targ11,n,n,y,from-pp,y,on-pp,Source-Goal,conjoined,flies + lands on,SCF
S29R,L1,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,uses left + right instead of reference objects,SCF
S29R,L1,CG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,sneaks,,SCF
S29R,L1,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,leaps,,SCF
S29R,L1,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,slithers,,SCF
S29R,L1,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S29R,L1,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S30R,L2,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,"Starts with ""It's literally just a baby girl...""",HC
S30R,L2,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,goes,"Mannor of Motion: uses ""is going""; Audio is extremely quiet at the end, hard to make out what subject is saying.",HC
S30R,L2,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,goes,"Mannor of Motion: says ""It is this waitress going from...""; Audio is extremely quiet at the end",HC
S30R,L2,CG,Targ7,n,y,y,other-pp,y,to-pp,Source-Goal,goes,"Mannor of Motion: says ""It starts with a boy going from...""",MLD
S30R,L2,CG,Targ5,n,y,y,on-pp,y,to-pp,Source-Goal,flutters,,MLD
S30R,L2,CG,Targ15,n,y,y,from-pp,y,to-pp,Source-Goal,hops,,MLD
S30R,L2,CG,Targ6,n,y,y,from-pp,y,to-part,Source-Goal,flies,it's a fairy starting from,MLD
S30R,L2,CG,Targ4,n,y,y,from-pp,y,to-pp,Source-Goal,goes,it's a bee starting from,MLD
S30R,L2,CG,Targ12,n,y,y,v-np,y,v-np,Source-Goal,conjoined,checks out + explores; also summarizes as moves from shipwreck to cave,MLD
S30R,L2,CG,Targ8,n,n,y,from-pp,y,to-pp,Source-Goal,transcends,odd choice of verb,MLD
S30R,L2,CG,Targ18,n,n,y,from-pp,y,under-pp,Source-Goal,conjoined,makes its way + crawls,MLD
S30R,L2,CG,Targ11,n,n,y,from-pp,y,onto-pp,Source-Goal,conjoined,takes off + goes,MLD
S30R,L2,CG,Targ14,n,y,y,from-pp,y,to-pp,Source-Goal,travels,starts from,MLD
S30R,L2,CG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,goes,starts from,MLD
S30R,L2,CG,Targ1,n,y,y,on-pp,y,to-pp,Source-Goal,jumps,starts from,MLD
S30R,L2,CG,Targ9,n,y,y,from-pp,y,other-pp,Source-Goal,conjoined,"slithering + hiding; goal = ""behind-pp""",MLD
S30R,L2,CG,Targ3,n,y,y,other-pp,y,to-pp,Source-Goal,walks,"source = ""near-pp""",MLD
S30R,L2,CG,Targ10,y,y,y,on-pp,y,on-pp,Source-Goal,conjoined,goes + stops + perches,MLD
S31R,L3,CG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,SCF
S31R,L3,CG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S31R,L3,CG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,SCF
S31R,L3,CG,Targ7,n,y,y,from-pp,y,to-pp,Source-Goal,walks,uses both reference objects & left/right to describe motion,SCF
S31R,L3,CG,Targ5,n,y,y,v-np,y,to-pp,Source-Goal,flies,,SCF
S31R,L3,CG,Targ15,n,n,y,from-part,y,to-pp,Source-Goal,hops,,SCF
S31R,L3,CG,Targ6,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S31R,L3,CG,Targ4,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S31R,L3,CG,Targ12,n,n,y,other-part,y,v-np,Source-Goal,conjoined,comes out & ends at,SCF
S31R,L3,CG,Targ8,,,,,,,,,accidentally skipped recording,SCF
S31R,L3,CG,Targ18,n,n,y,from-part,y,under-pp,Source-Goal,runs,,SCF
S31R,L3,CG,Targ11,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S31R,L3,CG,Targ14,n,n,y,from-pp,y,to-pp,Source-Goal,drives,,SCF
S31R,L3,CG,Targ16,n,n,y,from-pp,y,to-pp,Source-Goal,walks,"**should this be ""other"": the burglar walks on the roof, from the chimney to the ladder""",SCF
S31R,L3,CG,Targ1,n,n,y,from-pp,y,to-pp,Source-Goal,jumps,,SCF
S31R,L3,CG,Targ9,n,n,y,from-pp,y,to-pp,Source-Goal,goes,uses both reference objects & left/right to describe motion,SCF
S31R,L3,CG,Targ3,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,SCF
S31R,L3,CG,Targ10,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,SCF
S32R,L1,NCG,Targ13,n,n,y,from-pp,y,to-pp,Source-Goal,crawls,,HC
S32R,L1,NCG,Targ2,n,n,y,from-pp,y,to-pp,Source-Goal,runs,,HC
S32R,L1,NCG,Targ17,n,n,y,from-pp,y,to-pp,Source-Goal,walks,,HC
S32R,L1,NCG,Targ7,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
S32R,L1,NCG,Targ5,n,n,y,from-pp,y,to-pp,Source-Goal,flies,,HC
